Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
Şemsettin Emir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Semsettinemir,Edirne,../../images/partiler/akp.png
Şenal Sarıhan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/senalsarihanchp,Ankara,../../images/partiler/chp.png
Şerafettin Turpcu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/s_turpcu,Zonguldak,../../images/partiler/chp.png
Şuay Alpay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SuayAlpay,Elazığ,../../images/partiler/akp.png
Abdulkadir Yüksel,Adalet ve Kalkınma Partisi,AKP,twitter.com/akadiryuksel27,Gaziantep,../../images/partiler/akp.png
Abdullah Öztürk,Adalet ve Kalkınma Partisi,AKP,,Kırıkkale,../../images/partiler/akp.png
Adem Geveri,Halkların Demokratik Partisi,HDP,twitter.com/ademgeveri,Van,../../images/partiler/hdp.png
Akif Ekici,Cumhuriyet Halk Partisi,CHP,twitter.com/chpakifekici,Gaziantep,../../images/partiler/chp.png
Alim Tunç,Adalet ve Kalkınma Partisi,AKP,twitter.com/alimtunc,Uşak,../../images/partiler/akp.png
Ataullah Hamidi,Adalet ve Kalkınma Partisi,AKP,twitter.com/Ataullahhamidi,Batman,../../images/partiler/akp.png
Atilla Sertel,Cumhuriyet Halk Partisi,CHP,twitter.com/AtillaSertell,İzmir (II),../../images/partiler/chp.png
Ayhan Gider,Adalet ve Kalkınma Partisi,AKP,twitter.com/GiderAyhan,Çanakkale,../../images/partiler/akp.png
Azmi Ekinci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/azmiekinci34,İstanbul (I),../../images/partiler/akp.png
Bayram Özçelik,Adalet ve Kalkınma Partisi,AKP,twitter.com/BayramOzcelik15,Burdur,../../images/partiler/akp.png
Besime Konca,Halkların Demokratik Partisi,HDP,twitter.com/koncabesime,Siirt,../../images/partiler/hdp.png
Beşir Atalay,Adalet ve Kalkınma Partisi,AKP,twitter.com/Atalay_Besir,Van,../../images/partiler/akp.png
Burhan Kuzu,Adalet ve Kalkınma Partisi,AKP,twitter.com/BurhanKuzu,İstanbul (II),../../images/partiler/akp.png
Burhanettin Uysal,Adalet ve Kalkınma Partisi,AKP,twitter.com/burhanettinuysl,Karabük,../../images/partiler/akp.png
Cemil Çiçek,Adalet ve Kalkınma Partisi,AKP,twitter.com/CemilCicekTBMM,Ankara (II),../../images/partiler/akp.png
Cesim Gökçe,Adalet ve Kalkınma Partisi,AKP,twitter.com/Cesimgokce,Ağrı,../../images/partiler/akp.png
Deniz Depboylu,Milliyetçi Hareket Partisi,MHP,twitter.com/DenizDepboylu,Aydın,../../images/partiler/mhp.png
Ebubekir Gizligider,Adalet ve Kalkınma Partisi,AKP,twitter.com/bekirgizligider,Nevşehir,../../images/partiler/akp.png
Ejder Açıkkapı,Adalet ve Kalkınma Partisi,AKP,twitter.com/ejderacikkapi,Elazığ,../../images/partiler/akp.png
Faruk Çelik,Adalet ve Kalkınma Partisi,AKP,twitter.com/farukcelikcomtr,Şanlıurfa,../../images/partiler/akp.png
Fevzi Şanverdi,Adalet ve Kalkınma Partisi,AKP,twitter.com/SanverdiFevzi,Hatay,../../images/partiler/akp.png
Fikri Sağlar,Cumhuriyet Halk Partisi,CHP,twitter.com/dfikrisaglar,Mersin,../../images/partiler/chp.png
Gülay Yedekci,Cumhuriyet Halk Partisi,CHP,twitter.com/gulayyedekci,İstanbul (II),../../images/partiler/chp.png
Habip Soluk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mhabibsoluk,Sivas,../../images/partiler/akp.png
Haluk İpek,Adalet ve Kalkınma Partisi,AKP,twitter.com/avhalukipek,Amasya,../../images/partiler/akp.png
Hatice Dudu Özkal,Adalet ve Kalkınma Partisi,AKP,,Afyonkarahisar,../../images/partiler/akp.png
Hurşit Yıldırım,Adalet ve Kalkınma Partisi,AKP,twitter.com/yildirimhursit,İstanbul (I),../../images/partiler/akp.png
Hülya Nergis,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/NergisAtci,Kayseri,../../images/partiler/akp.png
Hüsnüye Erdoğan,Adalet ve Kalkınma Partisi,AKP,twitter.com/HusnuyeErdogan,Konya,../../images/partiler/akp.png
Kasım Bostan,Adalet ve Kalkınma Partisi,AKP,twitter.com/KASIM_BOSTAN,Balıkesir,../../images/partiler/akp.png
Kemalettin Yılmaztekin,Adalet ve Kalkınma Partisi,AKP,,Şanlıurfa,../../images/partiler/akp.png
Mahmut Kaçar,Adalet ve Kalkınma Partisi,AKP,twitter.com/mahmutkacar23,Şanlıurfa,../../images/partiler/akp.png
Mehmet Akyürek,Adalet ve Kalkınma Partisi,AKP,twitter.com/Mehmet__Akyurek,Şanlıurfa,../../images/partiler/akp.png
Mehmet Ali Cevheri,Adalet ve Kalkınma Partisi,AKP,twitter.com/malicevheri,Şanlıurfa,../../images/partiler/akp.png
Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,AKP,twitter.com/MehmedAliSahin,Karabük,../../images/partiler/akp.png
Mehmet Demir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MvMehmetdemir,Kırıkkale,../../images/partiler/akp.png
Mehmet Erdem,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmeterdem09,Aydın,../../images/partiler/akp.png
Mehmet Galip Ensarioğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/GalipEnsarioglu,Diyarbakır,../../images/partiler/akp.png
Mehmet Necmettin Ahrazoğlu,Milliyetçi Hareket Partisi,MHP,twitter.com/mehmetahrazoglu,Hatay,../../images/partiler/mhp.png
Metin Akgün,Adalet ve Kalkınma Partisi,AKP,twitter.com/metinakgun59,Tekirdağ,../../images/partiler/akp.png
Mikail Arslan,Adalet ve Kalkınma Partisi,AKP,twitter.com/MikailArslan40,Kırşehir,../../images/partiler/akp.png
Murat Demir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/muratd37,Kastamonu,../../images/partiler/akp.png
Mustafa Elitaş,Adalet ve Kalkınma Partisi,AKP,twitter.com/mustafaelitas,Kayseri,../../images/partiler/akp.png
Mustafa Ilıcalı,Adalet ve Kalkınma Partisi,AKP,twitter.com/m_ilicali,Erzurum,../../images/partiler/akp.png
Mustafa Serdengeçti,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mserden,Aksaray,../../images/partiler/akp.png
Mürteza Zengin,Adalet ve Kalkınma Partisi,AKP,twitter.com/Murteza_Zengin,İstanbul (III),../../images/partiler/akp.png
Nadir Yıldırım,Halkların Demokratik Partisi,HDP,twitter.com/nadiryldrm_,Van,../../images/partiler/hdp.png
Nazım Maviş,Adalet ve Kalkınma Partisi,AKP,twitter.com/NazimMavis,Sinop,../../images/partiler/akp.png
Necip Kalkan,Adalet ve Kalkınma Partisi,AKP,twitter.com/KalkanNecip,İzmir (I),../../images/partiler/akp.png
Nihat Öztürk,Adalet ve Kalkınma Partisi,AKP,twitter.com/nihat_ozturk,Muğla,../../images/partiler/akp.png
Nurettin Aras,Adalet ve Kalkınma Partisi,AKP,twitter.com/nurettinaras76,Iğdır,../../images/partiler/akp.png
Nursel Reyhanoğlu,Adalet ve Kalkınma Partisi,AKP,,Kahramanmaraş,../../images/partiler/akp.png
Orhan Deligöz,Adalet ve Kalkınma Partisi,AKP,twitter.com/orhandeligoz25,Erzurum,../../images/partiler/akp.png
Rafet Sezen,Adalet ve Kalkınma Partisi,AKP,twitter.com/rafet_sezen22,Edirne,../../images/partiler/akp.png
Saadet Becerekli,Halkların Demokratik Partisi,HDP,twitter.com/SaadetBecerekli,Batman,../../images/partiler/hdp.png
Sami Dedeoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvsamidedeoglu,Kayseri,../../images/partiler/akp.png
Sebahattin Karakelle,Adalet ve Kalkınma Partisi,AKP,twitter.com/vekilkarakelle,Erzincan,../../images/partiler/akp.png
Selahattin Minsolmaz,Adalet ve Kalkınma Partisi,AKP,twitter.com/SMinsolmaz,Kırklareli,../../images/partiler/akp.png
Sema Ramazanoğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/RamazanogluDr,Denizli,../../images/partiler/akp.png
Serdal Kuyucuoğlu,Cumhuriyet Halk Partisi,CHP,twitter.com/skuyucuoglu33,Mersin,../../images/partiler/chp.png
Sibel Özdemir,Cumhuriyet Halk Partisi,CHP,twitter.com/dr_sozdemir,İstanbul (III),../../images/partiler/chp.png
Tahir Öztürk,Adalet ve Kalkınma Partisi,AKP,twitter.com/TahirOzturk23,Elazığ,../../images/partiler/akp.png
Tuncay Özkan,Cumhuriyet Halk Partisi,CHP,twitter.com/ATuncayOzkan,İzmir (I),../../images/partiler/chp.png
Tuğba Hezer Öztürk,Halkların Demokratik Partisi,HDP,https://twitter.com/TugbaHezer,Van,../../images/partiler/hdp.png
Yakup Akkaya,Cumhuriyet Halk Partisi,CHP,twitter.com/YakupAkkayaCHP,İstanbul (I),../../images/partiler/chp.png
Yusuf Selahattin Beyribey,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ysbeyribey,Kars,../../images/partiler/akp.png
Yıldız Seferinoğlu,Adalet ve Kalkınma Partisi,AKP,,İstanbul (III),../../images/partiler/akp.png
Zehra Taşkesenlioğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/ZTaskesenlioglu,Erzurum,../../images/partiler/akp.png
Zeyid Aslan,Adalet ve Kalkınma Partisi,AKP,twitter.com/zeyidaslan,Tokat,../../images/partiler/akp.png
Ömer Serdar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/omerserdarcomtr,Elazığ,../../images/partiler/akp.png
Ömer Ünal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/omerrunal,Konya,../../images/partiler/akp.png
Özcan Ulupınar,Adalet ve Kalkınma Partisi,AKP,twitter.com/ozcanulupinar67,Zonguldak,../../images/partiler/akp.png
İbrahim Mustafa Turhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ibrahimmturhan2,İzmir (II),../../images/partiler/akp.png
İsmail Aydın,Adalet ve Kalkınma Partisi,AKP,twitter.com/avismailaydin,Bursa,../../images/partiler/akp.png
İsmail Bilen,Adalet ve Kalkınma Partisi,AKP,twitter.com/bilenismail4513,Manisa,../../images/partiler/akp.png
İsmail Kahraman,Adalet ve Kalkınma Partisi,AKP,twitter.com/ikahramanbv,İstanbul (I),../../images/partiler/akp.png
Şaban Dişli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dislisaban,Sakarya,../../images/partiler/akp.png
Şahap Kavcıoğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/sahapkavcioglu,Bayburt,../../images/partiler/akp.png
Şahin Tin,Adalet ve Kalkınma Partisi,AKP,twitter.com/sahin_tin,Denizli,../../images/partiler/akp.png
Abdurrahim Aksoy,Demokrasi ve Atılım Partisi,DEVA,twitter.com/AbdurahimAksoy,,../../images/partiler/deva.png
Abdurrahman Bilgiç,Demokrasi ve Atılım Partisi,DEVA,twitter.com/A_Bilgic_,,../../images/partiler/deva.png
Abdurrahman Müfit Yetkin,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/mufityetkin63,,../../images/partiler/deva.png
Ahmet Burçin Yereli,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ABurcinYereli,,../../images/partiler/deva.png
Ahmet Edip Uğur,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ahmetedip_ugur,,../../images/partiler/deva.png
Ahmet Ergin,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/_ahmetergin_,,../../images/partiler/deva.png
Ahmet Faruk Ünsal,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/afunsal02,,../../images/partiler/deva.png
Ali İhsan Merdanoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/IhsanMerdanoglu,,../../images/partiler/deva.png
Ali Rıza Babaoğlan,Demokrasi ve Atılım Partisi,DEVA,twitter.com/alibabaoglan,,../../images/partiler/deva.png
Ali Ufuk Yaşar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/AliUfukYasar,,../../images/partiler/deva.png
Altuğ Ankaralı,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Arzu Kılıçlar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/arzukiliclar_,,../../images/partiler/deva.png
Ayşe Ezgi Yıldırım,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ayseezgi_y,,../../images/partiler/deva.png
Bahar Ekşi,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/baharsaygili,,../../images/partiler/deva.png
Baran Deniz Bağatur,Demokrasi ve Atılım Partisi,DEVA,twitter.com/bdenizbagatur,,../../images/partiler/deva.png
Bekir Sıtkı Aslan,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Bsaslan,,../../images/partiler/deva.png
Bilgehan Çetiner,Demokrasi ve Atılım Partisi,DEVA,twitter.com/cetinerbilgehan,,../../images/partiler/deva.png
Burcu Yağan,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Bünyamin Ünlü,Demokrasi ve Atılım Partisi,DEVA,twitter.com/bunyaminunIu,,../../images/partiler/deva.png
Canberk Demirci,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/cnbrkdmrci,,../../images/partiler/deva.png
Cavit Dağdaş,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Cem Avşar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/cemavsar44,,../../images/partiler/deva.png
Cennet Uslu,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Deniz Karakullukçu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ddkarakullukcu,,../../images/partiler/deva.png
Essum Saatçi Aslan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/EssumAslan,,../../images/partiler/deva.png
Fahriye Oya Kuyumcu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KuyumcuOya,,../../images/partiler/deva.png
Fazıl Hüsnü Erdem,Demokrasi ve Atılım Partisi,DEVA, ,,../../images/partiler/deva.png
Ferayi Ökmen,Demokrasi ve Atılım Partisi,DEVA,twitter.com/FerayiOkmen,,../../images/partiler/deva.png
Furkan Aydoğan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/_furkanaydogan,,../../images/partiler/deva.png
Gül Didem Pekuz,Demokrasi ve Atılım Partisi,DEVA,twitter.com/guldidempekuz,,../../images/partiler/deva.png
Gülay Göktürk,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Gülçin Avşar,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/glcnavsar,,../../images/partiler/deva.png
Haldun Hakcı,Demokrasi ve Atılım Partisi,DEVA,twitter.com/haldunhakci,,../../images/partiler/deva.png
Hüseyin Nalbantoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/nalbantogluben,,../../images/partiler/deva.png
İbrahim Alper Akalın,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ialperakalin,,../../images/partiler/deva.png
İbrahim Dönertaş,Demokrasi ve Atılım Partisi,DEVA,twitter.com/DonertasIbrahim,,../../images/partiler/deva.png
İbrahim Gezer,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ibrahimgezer44,,../../images/partiler/deva.png
İbrahim Halil Çanakcı,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
İhsan Günaydın,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ihsangunaydin61,,../../images/partiler/deva.png
İlker Çelik,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ilkercelik_tr,,../../images/partiler/deva.png
Kadircan Köşdere,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KKosdere,,../../images/partiler/deva.png
Kadriye Esra Aygün,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KEsraAygun,,../../images/partiler/deva.png
Kemal Can Gür,Demokrasi ve Atılım Partisi,DEVA,twitter.com/kemalcangur,,../../images/partiler/deva.png
Kerem Altun,Demokrasi ve Atılım Partisi,DEVA,twitter.com/keremaltun65,,../../images/partiler/deva.png
Kerem Yavaşça,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KeremYavasca,,../../images/partiler/deva.png
Mahmut Sami Topbaş,Demokrasi ve Atılım Partisi,DEVA,twitter.com/mSamitopbas,,../../images/partiler/deva.png
Mehmet Avcı,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Mehmet Şanver,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Meltem Gürler,Demokrasi ve Atılım Partisi,DEVA,twitter.com/MeltemGurler,,../../images/partiler/deva.png
Merve Mollaahmetoğlu Keleş,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/merve_molkeles,,../../images/partiler/deva.png
Metin Gürcan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/metin4020,,../../images/partiler/deva.png
Metin Kaşıkoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/metinkasikoglu,,../../images/partiler/deva.png
Muhammed İkbal Seyda,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/seyda_73,,../../images/partiler/deva.png
Musa Malik Yıldırım,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Musamalikyldrm2,,../../images/partiler/deva.png
Mustafa Nuri Akbulut,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Mustafanuriakbu,,../../images/partiler/deva.png
Mustafa Satıcı,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/msatici_,,../../images/partiler/deva.png
Nazlı Sevda Vural,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/nazlisedavural,,../../images/partiler/deva.png
Nevim Bilici,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Nihat Ergün,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Oğuzhan Aygören,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/oguzhan,,../../images/partiler/deva.png
Ömer Rıfat Gencal,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/omgencal,,../../images/partiler/deva.png
Ramiz Ongun,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ongun_ramiz,,../../images/partiler/deva.png
Rojhat Ölmez,Demokrasi ve Atılım Partisi,DEVA,twitter.com/_RojhatOlmez,,../../images/partiler/deva.png
Sanem Oktar Öğüt,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/sanemoktar,,../../images/partiler/deva.png
Sedat Kadıoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Sedatkadioglu25,,../../images/partiler/deva.png
Selma Aliye Kavaf,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Seyit Halil Özsoy,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ozsoyhalil38,,../../images/partiler/deva.png
Tuğba Tapsız,Demokrasi ve Atılım Partisi,DEVA,twitter.com/tugbatapsiz,,../../images/partiler/deva.png
Tunahan Elmas,Demokrasi ve Atılım Partisi,DEVA,twitter.com/avtunahanelmas,,../../images/partiler/deva.png
Zehra Zeynep Dereli,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/zeynepdereli,,../../images/partiler/deva.png
Zeynep Tatar,Demokrasi ve Atılım Partisi,DEVA,,,../../images/partiler/deva.png
Mehmet Alagöz,Zafer Partisi,ZAFER,twitter.com/AlagzMehmet,,../../images/partiler/zafer.png
Tuğba Demirbağ,Zafer Partisi,ZAFER,twitter.com/TugbaDemirbag,,../../images/partiler/zafer.png
Ayşe Melda Topyay,Zafer Partisi,ZAFER,https://twitter.com/meldatopyay,,../../images/partiler/zafer.png
Turhan Kaya,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Erdinç Örencik,Zafer Partisi,ZAFER,twitter.com/erdincorencik,,../../images/partiler/zafer.png
Kemal Mert,Zafer Partisi,ZAFER,twitter.com/kemalmert33,,../../images/partiler/zafer.png
Hasan Basri Akşener,Zafer Partisi,ZAFER,twitter.com/hbaksener,,../../images/partiler/zafer.png
Kürşat Dağ,Zafer Partisi,ZAFER,twitter.com/Kursatdag25,,../../images/partiler/zafer.png
İncilay Gezgin Şekerdağ,Zafer Partisi,ZAFER,twitter.com/incilaygezgin,,../../images/partiler/zafer.png
Eray Ertürk,Zafer Partisi,ZAFER,twitter.com/erayerturk06,,../../images/partiler/zafer.png
Ali Çağlar,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Esra Özsüer,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Mustafa Özal,Zafer Partisi,ZAFER,twitter.com/MustafaOzelden,,../../images/partiler/zafer.png
Burak Mengü,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Gökhan Türkmenoğlu,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Serdar Öztürk,Zafer Partisi,ZAFER,https://twitter.com/Serdozturk,,../../images/partiler/zafer.png
Uğur Tarhan,Zafer Partisi,ZAFER,https://twitter.com/ugur_tarhan,,../../images/partiler/zafer.png
Onur Şahin,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Mehmet Emin Özbey,Zafer Partisi,ZAFER,twitter.com/mehmeteminozbey,,../../images/partiler/zafer.png
Salim Kabasakal,Zafer Partisi,ZAFER,twitter.com/salimkbskl,,../../images/partiler/zafer.png
Hüseyin Şahin,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Bülent Kutlu,Zafer Partisi,ZAFER,twitter.com/EBulentKutlu,,../../images/partiler/zafer.png
Dursun Dağaşan,Zafer Partisi,ZAFER,twitter.com/ddagasan,,../../images/partiler/zafer.png
Fatma Melike Karaaslan,Zafer Partisi,ZAFER,https://twitter.com/avfmelike,,../../images/partiler/zafer.png
İlkim Yüksel,Zafer Partisi,ZAFER,twitter.com/ilkimyuksel_,,../../images/partiler/zafer.png
Oğuz Ataman,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Vedat Çakıroğlu,Zafer Partisi,ZAFER,twitter.com/VedatCakiroglu,,../../images/partiler/zafer.png
Bekir Şahin,Zafer Partisi,ZAFER,https://twitter.com/bekirs23,,../../images/partiler/zafer.png
İbrahim Tuzcu,Zafer Partisi,ZAFER,twitter.com/ibrahimtuzcu2,,../../images/partiler/zafer.png
Erman Diçer,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Roza Kurban,Zafer Partisi,ZAFER,,,../../images/partiler/zafer.png
Neslihan Irvana Tuna,Zafer Partisi,ZAFER,https://twitter.com/neslihanrvana,,../../images/partiler/zafer.png
Özgür Erpolat,Zafer Partisi,ZAFER,twitter.com/ErpolatOzgur,,../../images/partiler/zafer.png
Namık Öztürk,Zafer Partisi,ZAFER,twitter.com/Namikozturk_,,../../images/partiler/zafer.png
Şevval Erdel,Zafer Partisi,ZAFER,twitter.com/sevvalckaya,,../../images/partiler/zafer.png
Ömer Turan,Zafer Partisi,ZAFER,twitter.com/omerturantv72,,../../images/partiler/zafer.png
Abdullah Güzeldülger,Gelecek Partisi,GELECEK,twitter.com/AGuzeldulger,,../../images/partiler/gelecek.jpg
Abdullah Teber,Gelecek Partisi,GELECEK,twitter.com/teber_abdullah,,../../images/partiler/gelecek.jpg
Abdullah Yeşil,Gelecek Partisi,GELECEK,twitter.com/abdullahyesil63,,../../images/partiler/gelecek.jpg
Abdülkadir Baykay,Gelecek Partisi,GELECEK,twitter.com/akadirbaykay,,../../images/partiler/gelecek.jpg
Adnan Demir,Gelecek Partisi,GELECEK,https://twitter.com/adnandemir23,,../../images/partiler/gelecek.jpg
Ahmet Akçay,Gelecek Partisi,GELECEK,https://twitter.com/ahmedakcay,,../../images/partiler/gelecek.jpg
Ahmet Altunsoy,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Ahmet Çoktan,Gelecek Partisi,GELECEK,twitter.com/Ahmetcoktan1,,../../images/partiler/gelecek.jpg
Ahmet Müfit Cengiz,Gelecek Partisi,GELECEK,twitter.com/ahmetmufitceng,,../../images/partiler/gelecek.jpg
Ahmet Oğuz Karaoğlu,Gelecek Partisi,GELECEK,https://twitter.com/aoguzkaraoglu,,../../images/partiler/gelecek.jpg
Ali Akmaz,Gelecek Partisi,GELECEK,twitter.com/profaliakmaz,,../../images/partiler/gelecek.jpg
Ali Alper Uzun,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Ali Aydın,Gelecek Partisi,GELECEK,twitter.com/yorukalipasa,,../../images/partiler/gelecek.jpg
Ali İhsan Dilmen,Gelecek Partisi,GELECEK,twitter.com/DilmenAli,,../../images/partiler/gelecek.jpg
Ali Kalınlı,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Alper Kürşad Giray,Gelecek Partisi,GELECEK,twitter.com/A_Kursad_Giray,,../../images/partiler/gelecek.jpg
Alptekin Hocaoğlu,Gelecek Partisi,GELECEK,twitter.com/Khaledkhoja,,../../images/partiler/gelecek.jpg
Avni Erdemir,Gelecek Partisi,GELECEK,twitter.com/AvniErdemir,,../../images/partiler/gelecek.jpg
Aydın Altaç,Gelecek Partisi,GELECEK,twitter.com/aydin_altac,,../../images/partiler/gelecek.jpg
Aynur Adeviye,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Aynur Algül,Gelecek Partisi,GELECEK,twitter.com/aynuralgul,,../../images/partiler/gelecek.jpg
Ayşe Berrin Sevimli,Gelecek Partisi,GELECEK,twitter.com/sevimli_berrin,,../../images/partiler/gelecek.jpg
Ayşe Güney,Gelecek Partisi,GELECEK,twitter.com/DrAyseGuney,,../../images/partiler/gelecek.jpg
Ayşe Övündür,Gelecek Partisi,GELECEK,twitter.com/OvundurAyse,,../../images/partiler/gelecek.jpg
Ayşe Serap İnan,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Bayram Zilan,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Burçak Başbuğ Erkan,Gelecek Partisi,GELECEK,twitter.com/bbberkan1,,../../images/partiler/gelecek.jpg
Can Cankesen,Gelecek Partisi,GELECEK,twitter.com/cancankesen,,../../images/partiler/gelecek.jpg
Cesim Gökçe,Gelecek Partisi,GELECEK,twitter.com/Cesimgokce,,../../images/partiler/gelecek.jpg
Cihan Öztunç,Gelecek Partisi,GELECEK,https://twitter.com/Cihanoztunc,,../../images/partiler/gelecek.jpg
Cuma İçten,Gelecek Partisi,GELECEK,twitter.com/cumaicten,,../../images/partiler/gelecek.jpg
Dimosthenis Rafaletos,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Dinçer Türkmen,Gelecek Partisi,GELECEK,twitter.com/DinerTRKMEN3,,../../images/partiler/gelecek.jpg
Diyaettin Uçar,Gelecek Partisi,GELECEK,twitter.com/diyaettinucar72,,../../images/partiler/gelecek.jpg
Doğan Koruyucu,Gelecek Partisi,GELECEK,twitter.com/DoganKoruyucu_,,../../images/partiler/gelecek.jpg
Ebubekir Yıldırım,Gelecek Partisi,GELECEK,https://twitter.com/ebekiryldrm,,../../images/partiler/gelecek.jpg
Engin Keskinel,Gelecek Partisi,GELECEK,twitter.com/EnginKeskinel,,../../images/partiler/gelecek.jpg
Engin Meydan,Gelecek Partisi,GELECEK,https://twitter.com/avmeydan,,../../images/partiler/gelecek.jpg
Enver Sedat Çakıroğlu,Gelecek Partisi,GELECEK,twitter.com/esedatcakiroglu,,../../images/partiler/gelecek.jpg
Etiyen Mahçupyan,Gelecek Partisi,GELECEK,https://twitter.com/mahcupyanlink,,../../images/partiler/gelecek.jpg
Fatih Dursunkaya,Gelecek Partisi,GELECEK,https://twitter.com/fatihdkaya,,../../images/partiler/gelecek.jpg
